filename,公司全称,公司简称,公司代码,文件名称,落款日期,会议类型,会议届次,会议召开时间,篇幅页码,字数,关联公告,议案列表
145997161_2025-10-16_万达信息：2025年第二次临时股东大会决议公告.PDF,万达信息股份有限公司,万达信息,300168,2025年第二次临时股东大会决议公告,2025年10月16日,股东会,2025年第二次临时股东大会,2025年10月16日,3,1462,《2025年第二次临时股东大会决议公告》,"[{""议案名称"": ""《关于拟续聘2025年度会计师事务所的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意440,580,179股，反对4,002,032股，弃权311,965股"", ""回避情况"": ""未找到""}]"
145997169_2025-10-16_科博达技术股份有限公司2025年第四次临时股东大会决议公告.pdf,科博达技术股份有限公司,科博达,603786,2025年第四次临时股东大会决议公告,2025年10月17日,股东会,第四次临时,2025年10月16日,4,1629,《2025年第四次临时股东大会决议公告》,"[{""议案名称"": ""《关于为控股子公司申请银行授信额度提供担保暨关联交易的议案》"", ""议案内容"": ""为控股子公司申请银行授信额度提供担保暨关联交易"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意25,786,864票，反对15,100票，弃权1,600票"", ""回避情况"": ""科博达投资控股有限公司、柯桂华、上海富婕企业管理合伙企业（有限合伙）、上海瀛日企业管理合伙企业（有限合伙）、上海鼎韬企业管理合伙企业（有限合伙）、柯炳华、柯磊回避表决""}, {""议案名称"": ""《关于为控股子公司提供财务资助暨关联交易的议案》"", ""议案内容"": ""为控股子公司提供财务资助暨关联交易"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意25,788,064票，反对14,000票，弃权1,500票"", ""回避情况"": ""科博达投资控股有限公司、柯桂华、上海富婕企业管理合伙企业（有限合伙）、上海瀛日企业管理合伙企业（有限合伙）、上海鼎韬企业管理合伙企业（有限合伙）、柯炳华、柯磊回避表决""}, {""议案名称"": ""《关于控股子公司接受财务资助暨关联交易的议案》"", ""议案内容"": ""控股子公司接受财务资助暨关联交易"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意25,787,964票，反对14,000票，弃权1,600票"", ""回避情况"": ""科博达投资控股有限公司、柯桂华、上海富婕企业管理合伙企业（有限合伙）、上海瀛日企业管理合伙企业（有限合伙）、上海鼎韬企业管理合伙企业（有限合伙）、柯炳华、柯磊回避表决""}]"
145997171_2025-10-16_播恩集团：第三届董事会第十八次会议决议公告.PDF,播恩集团股份有限公司,播恩集团,001366,第三届董事会第十八次会议决议公告,2025年10月17日,董事会,第三届董事会第十八次,2025年10月16日,5,2396,《第三届董事会第十八次会议决议公告》,"[{""议案名称"": ""《关于续聘2025年度会计师事务所的议案》"", ""议案内容"": ""公司董事会同意续聘中汇会计师事务所（特殊普通合伙）为公司2025年度财务报表及内部控制审计机构。董事会提请股东大会授权公司管理层根据2025年具体审计要求和审计范围，与中汇会计师事务所（特殊普通合伙）协商确定审计收费。"", ""审议状态"": ""已经董事会审议通过，尚需提交股东会审议"", ""表决情况"": ""同意7票，反对0票，弃权0票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<公司章程>及修订、制定公司部分管理制度的议案》"", ""议案内容"": ""根据相关法律、法规、规范性文件的相关规定，结合公司实际情况，公司拟不再设置监事会，监事会的职权由董事会审计委员会行使，相应废止《监事会议事规则》。结合《公司章程》修订情况，公司拟修订、制定部分管理制度。"", ""审议状态"": ""已经董事会审议通过，尚需提交股东会审议（第2.01至2.10项）"", ""表决情况"": ""同意7票，反对0票，弃权0票（各项子议案均为此表决情况）"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于聘任财务总监的议案》"", ""议案内容"": ""经总经理邹新华先生提名，并经董事会提名委员会、审计委员会审查通过，董事会同意聘任汪世业先生担任公司财务总监，任期自本次董事会审议通过之日起至第三届董事会届满之日止。"", ""审议状态"": ""已经董事会审议通过，无需提交股东会审议"", ""表决情况"": ""同意7票，反对0票，弃权0票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于召开公司2025年第二次临时股东大会的议案》"", ""议案内容"": ""公司定于2025年11月3日召开公司2025年第二次临时股东大会，审议本次董事会需提交股东大会审议的事项。"", ""审议状态"": ""已经董事会审议通过，无需提交股东会审议"", ""表决情况"": ""同意7票，反对0票，弃权0票"", ""回避情况"": ""未找到""}]"
145997172_2025-10-16_江苏通用科技股份有限公司2025年第三次临时股东会决议公告.pdf,江苏通用科技股份有限公司,通用股份,601500,2025年第三次临时股东会决议公告,2025年10月17日,股东会,2025年第三次,2025年10月16日,8,2587,《2025年第三次临时股东会决议公告》,"[{""议案名称"": ""《关于公司符合非公开发行公司债券的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,996,090票，反对2,925,860票，弃权370,440票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于公司非公开发行公司债券方案的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""未找到"", ""回避情况"": ""未找到""}, {""议案名称"": ""《发行规模》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,998,890票，反对2,923,580票，弃权369,920票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《债券票面金额及发行价格》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,998,890票，反对2,918,780票，弃权374,720票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《发行方式》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,993,890票，反对2,923,780票，弃权374,720票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《债券期限及品种》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,859,490票，反对3,058,180票，弃权374,720票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《债券利率》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,993,890票，反对2,918,780票，弃权379,720票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《债券的还本付息方式》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,859,490票，反对3,058,180票，弃权374,720票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《向公司股东配售的安排》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,998,090票，反对2,918,280票，弃权376,020票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《赎回或回售条款》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,996,890票，反对2,915,780票，弃权379,720票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《担保条款》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,990,390票，反对2,924,580票，弃权377,420票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《募集资金用途》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,855,990票，反对3,058,180票，弃权378,220票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《承销方式》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,993,390票，反对2,917,380票，弃权381,620票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《交易流通场所》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,946,890票，反对2,969,680票，弃权375,820票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《偿债保障措施》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,963,090票，反对2,952,680票，弃权376,620票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《决议的有效期》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,963,090票，反对2,953,480票，弃权375,820票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于提请股东会授权董事会及董事会授权人士全权办理本次非公开发行公司债券相关事宜》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意699,962,590票，反对2,767,680票，弃权562,120票"", ""回避情况"": ""未找到""}]"
145997173_2025-10-16_播恩集团：第三届监事会第十五次会议决议公告.PDF,播恩集团股份有限公司,播恩集团,001366,第三届监事会第十五次会议决议公告,2025年10月17日,监事会,第三届监事会第十五次,2025年10月16日,2,767,《第三届监事会第十五次会议决议公告》,"[{""议案名称"": ""《关于修订<公司章程>的议案》"", ""议案内容"": ""根据《中华人民共和国公司法》《上市公司章程指引》《深圳证券交易所股票上市规则》《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》《关于新〈公司法〉配套制度规则实施相关过渡期安排》等法律、法规、规范性文件的相关规定，结合公司实际情况，公司拟不再设置监事会，监事会的职权由董事会审计委员会行使，相应废止《监事会议事规则》，同时《公司章程》中相关条款亦作出相应修订"", ""审议状态"": ""已经监事会审议通过，尚需提交股东会审议"", ""表决情况"": ""同意3票，反对0票，弃权0票"", ""回避情况"": ""未找到""}]"
145997186_2025-10-16_汉威科技：2025年第一次临时股东大会决议公告.PDF,汉威科技集团股份有限公司,汉威科技,300007,2025年第一次临时股东大会决议公告,2025年10月16日,股东会,2025年第一次临时股东大会,2025年10月16日,3,1773,《2025年第一次临时股东大会决议公告》,"[{""议案名称"": ""《关于拟出售郑州汉威智源科技有限公司65%股权的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意77,128,056股，反对141,700股，弃权55,600股"", ""回避情况"": ""未找到""}]"
145997193_2025-10-16_美格智能：第四届董事会第十一次会议决议公告.PDF,美格智能技术股份有限公司,美格智能,002881,美格智能技术股份有限公司第四届董事会第十一次会议决议公告,2025年10月16日,董事会,第四届董事会第十一次会议,2025年10月16日,2,830,《美格智能技术股份有限公司第四届董事会第十一次会议决议公告》,"[{""议案名称"": ""《关于增加2025年度日常关联交易预计额度的议案》"", ""议案内容"": ""增加2025年度日常关联交易预计额度"", ""审议状态"": ""已经董事会审议通过，尚需提交股东会审议"", ""表决情况"": ""同意4票，反对0票，弃权0票"", ""回避情况"": ""关联董事杜国彬、夏有庆回避表决""}, {""议案名称"": ""《关于调整回购股份价格上限的议案》"", ""议案内容"": ""调整回购股份价格上限"", ""审议状态"": ""已经董事会审议通过，尚需提交股东会审议"", ""表决情况"": ""同意6票，反对0票，弃权0票"", ""回避情况"": ""未找到""}]"
145997195_2025-10-16_泰格医药：H股公告-董事会会议召开日期.PDF,杭州泰格医药科技股份有限公司,泰格医药,3347,董事会会议召开日期,2025年10月16日,董事会,未找到,2025年10月28日,1,417,《董事会会议召开日期》,[]
145997203_2025-10-16_龙佰集团：第八届董事会第二十二次会议决议公告.PDF,龙佰集团股份有限公司,龙佰集团,002601,龙佰集团股份有限公司第八届董事会第二十二次会议决议公告,2025年10月15日,董事会,第八届董事会第二十二次会议,2025年10月15日,2,967,《龙佰集团股份有限公司第八届董事会第二十二次会议决议公告》,"[{""议案名称"": ""《关于投资设立马来西亚子公司、英国子公司的议案》"", ""议案内容"": ""关于本议案具体内容详见公司指定信息披露媒体《中国证券报》《证券时报》《上海证券报》及巨潮资讯网（www.cninfo.com.cn）《关于投资设立马来西亚子公司、英国子公司的公告》"", ""审议状态"": ""已经董事会审议通过，无需提交股东会审议"", ""表决情况"": ""同意9票，反对0票，弃权0票"", ""回避情况"": ""回避0票""}, {""议案名称"": ""《关于收购Venator UK钛白粉业务相关资产的议案》"", ""议案内容"": ""关于本议案具体内容详见公司指定信息披露媒体《中国证券报》《证券时报》《上海证券报》及巨潮资讯网（www.cninfo.com.cn）《关于收购Venator UK钛白粉业务相关资产的公告》"", ""审议状态"": ""已经董事会审议通过，无需提交股东会审议"", ""表决情况"": ""同意9票，反对0票，弃权0票"", ""回避情况"": ""回避0票""}, {""议案名称"": ""《关于修订<银行间债券市场发行债务融资工具信息披露事务管理制度>的议案》"", ""议案内容"": ""修订后的《银行间债券市场发行债务融资工具信息披露事务管理制度》详见巨潮资讯网（www.cninfo.com.cn）"", ""审议状态"": ""已经董事会审议通过，无需提交股东会审议"", ""表决情况"": ""同意9票，反对0票，弃权0票"", ""回避情况"": ""回避0票""}, {""议案名称"": ""《关于制定<公司债券信息披露管理制度>的议案》"", ""议案内容"": ""《公司债券信息披露管理制度》详见巨潮资讯网（www.cninfo.com.cn）"", ""审议状态"": ""已经董事会审议通过，无需提交股东会审议"", ""表决情况"": ""同意9票，反对0票，弃权0票"", ""回避情况"": ""回避0票""}]"
145997204_2025-10-16_龙佰集团：第八届监事会第二十二次会议决议公告.PDF,龙佰集团股份有限公司,龙佰集团,002601,第八届监事会第二十二次会议决议公告,2025年10月15日,监事会,第八届监事会第二十二次,2025年10月15日,2,926,《第八届监事会第二十二次会议决议公告》,"[{""议案名称"": ""《关于投资设立马来西亚子公司、英国子公司的议案》"", ""议案内容"": ""关于本议案具体内容详见公司指定信息披露媒体《中国证券报》《证券时报》《上海证券报》及巨潮资讯网（www.cninfo.com.cn）《关于投资设立马来西亚子公司、英国子公司的公告》"", ""审议状态"": ""已经监事会审议通过，尚需提交股东会审议"", ""表决情况"": ""同意3票，反对0票，弃权0票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于收购Venator UK钛白粉业务相关资产的议案》"", ""议案内容"": ""关于本议案具体内容详见公司指定信息披露媒体《中国证券报》《证券时报》《上海证券报》及巨潮资讯网（www.cninfo.com.cn）《关于收购Venator UK钛白粉业务相关资产的公告》"", ""审议状态"": ""已经监事会审议通过，尚需提交股东会审议"", ""表决情况"": ""同意3票，反对0票，弃权0票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<银行间债券市场发行债务融资工具信息披露事务管理制度>的议案》"", ""议案内容"": ""修订后的《银行间债券市场发行债务融资工具信息披露事务管理制度》详见巨潮资讯网（www.cninfo.com.cn）"", ""审议状态"": ""已经监事会审议通过，尚需提交股东会审议"", ""表决情况"": ""同意3票，反对0票，弃权0票"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于制定<公司债券信息披露管理制度>的议案》"", ""议案内容"": ""《公司债券信息披露管理制度》详见巨潮资讯网（www.cninfo.com.cn）"", ""审议状态"": ""已经监事会审议通过，尚需提交股东会审议"", ""表决情况"": ""同意3票，反对0票，弃权0票"", ""回避情况"": ""未找到""}]"
145997207_2025-10-16_苏宁环球：2025年第一次临时股东会决议公告.PDF,苏宁环球股份有限公司,苏宁环球,000718,2025年第一次临时股东会决议公告,2025年10月16日,股东会,2025年第一次临时,2025年10月16日,5,3007,《2025年第一次临时股东会决议公告》,"[{""议案名称"": ""《关于修订<公司章程>的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意1,543,290,768股，反对1,189,995股，弃权413,650股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<股东会议事规则>的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意1,527,790,702股，反对16,691,561股，弃权412,150股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<董事会议事规则>的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意1,527,792,402股，反对16,680,361股，弃权421,650股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于2025年半年度利润分配预案的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意1,542,640,468股，反对1,209,395股，弃权1,044,550股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<独立董事工作制度>的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意1,527,761,602股，反对16,717,461股，弃权415,350股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<关联交易决策制度>的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意1,527,792,402股，反对16,684,761股，弃权417,250股"", ""回避情况"": ""未找到""}]"
145997213_2025-10-16_青岛双星：2025年第二次临时股东会决议公告.PDF,青岛双星股份有限公司,青岛双星,000599,2025年第二次临时股东会决议公告,2025年10月17日,股东会,未找到,2025年10月16日,3,1599,《2025年第二次临时股东会决议公告》,"[{""议案名称"": ""《关于提请股东会延长本次重组、本次发行股份募集配套资金股东会决议有效期以及延长授权董事会全权办理本次交易相关事宜有效期的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意62,601,217股，反对6,018,026股，弃权372,300股"", ""回避情况"": ""关联股东双星集团有限责任公司、青岛国信金融控股有限公司、青岛国信资本投资有限公司已回避对该议案的表决""}]"
145997216_2025-10-16__ST摩登：2025年第四次临时股东大会决议公告.PDF,摩登大道时尚集团股份有限公司,*ST摩登,002656,2025年第四次临时股东大会决议公告,2025年10月17日,股东会,2025年第四次临时股东大会,2025年10月16日,7,5296,《2025年第四次临时股东大会决议公告》,"[{""议案名称"": ""《关于修改<公司章程>的议案》"", ""议案内容"": ""修改公司章程"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意150,209,765股，反对2,306,500股，弃权0股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于取消监事会及废除监事会议事规则的议案》"", ""议案内容"": ""取消监事会及废除监事会议事规则"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,455,565股，反对2,306,500股，弃权754,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订、制订公司部分治理制度的议案》"", ""议案内容"": ""修订、制订公司部分治理制度"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""未找到"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<对外担保管理办法>的议案》"", ""议案内容"": ""修订对外担保管理办法"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,455,565股，反对2,306,500股，弃权754,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<累计投票制实施细则>的议案》"", ""议案内容"": ""修订累计投票制实施细则"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,455,565股，反对3,060,700股，弃权0股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<关联交易管理办法>的议案》"", ""议案内容"": ""修订关联交易管理办法"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,454,565股，反对2,306,500股，弃权755,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<防范控股股东、实际控制人及其他关联方资金占用制度>的议案》"", ""议案内容"": ""修订防范控股股东、实际控制人及其他关联方资金占用制度"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,455,565股，反对3,060,700股，弃权0股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<重大对外投资决策制度>的议案》"", ""议案内容"": ""修订重大对外投资决策制度"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,455,565股，反对2,306,500股，弃权754,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<独立董事工作制度>的议案》"", ""议案内容"": ""修订独立董事工作制度"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,802,205股，反对1,959,860股，弃权754,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<会计师事务所选聘制度>的议案》"", ""议案内容"": ""修订会计师事务所选聘制度"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,455,565股，反对2,306,500股，弃权754,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<股东会议事规则>的议案》"", ""议案内容"": ""修订股东会议事规则"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,455,565股，反对2,306,500股，弃权754,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<董事会议事规则>的议案》"", ""议案内容"": ""修订董事会议事规则"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意149,455,565股，反对3,060,700股，弃权0股"", ""回避情况"": ""未找到""}]"
145997217_2025-10-16_我爱我家：2025年第二次临时股东会决议公告.PDF,我爱我家控股集团股份有限公司,我爱我家,000560,2025年第二次临时股东会决议公告,2025年10月17日,股东会,2025年第二次,2025年10月16日,3,1873,《2025年第二次临时股东会决议公告》,"[{""议案名称"": ""《关于增补邬崇国先生为公司第十一届董事会独立董事的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意560,480,821股，反对2,255,140股，弃权488,596股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于续聘中审众环会计师事务所（特殊普通合伙）为公司2025年度财务报告及内部控制审计机构的议案》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意560,287,421股，反对2,170,014股，弃权767,122股"", ""回避情况"": ""未找到""}]"
145997225_2025-10-16_浩通科技：2025年第二次临时股东会决议公告.PDF,徐州浩通新材料科技股份有限公司,浩通科技,301026,2025年第二次临时股东会决议公告,2025年10月16日,股东会,2025年第二次临时,2025年10月16日,3,1895,《2025年第二次临时股东会决议公告》,"[{""议案名称"": ""《补选独立董事》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意77,514,490股，反对17,700股，弃权1,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《变更公司名称、经营范围及修订<公司章程>》"", ""议案内容"": ""未找到"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意77,509,990股，反对17,700股，弃权5,700股"", ""回避情况"": ""未找到""}]"
145997227_2025-10-16_皇氏集团：2025年第三次临时股东大会决议公告.PDF,皇氏集团股份有限公司,皇氏集团,002329,2025年第三次临时股东大会决议公告,2025年10月17日,股东会,2025年第三次临时股东大会,2025年10月16日,5,2522,《2025年第三次临时股东大会决议公告》,"[{""议案名称"": ""《关于修订<公司章程>的议案》"", ""议案内容"": ""修订《公司章程》"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意222,767,109股，反对1,503,378股，弃权138,700股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订及制定公司部分治理制度的议案》"", ""议案内容"": ""修订及制定公司部分治理制度"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""需逐项表决，作为投票对象的子议案数：（7）"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<股东会议事规则>的议案》"", ""议案内容"": ""修订《股东会议事规则》"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意222,744,609股，反对1,504,378股，弃权160,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<董事会议事规则>的议案》"", ""议案内容"": ""修订《董事会议事规则》"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意222,960,609股，反对1,304,378股，弃权144,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<独立董事制度>的议案》"", ""议案内容"": ""修订《独立董事制度》"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意222,944,009股，反对1,322,278股，弃权142,900股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<关联交易决策制度>的议案》"", ""议案内容"": ""修订《关联交易决策制度》"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意222,944,909股，反对1,322,978股，弃权141,300股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<对外担保管理制度>的议案》"", ""议案内容"": ""修订《对外担保管理制度》"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意222,707,709股，反对1,560,678股，弃权140,800股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<对外投资管理制度>的议案》"", ""议案内容"": ""修订《对外投资管理制度》"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意222,788,309股，反对1,480,278股，弃权140,600股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订<募集资金管理办法>的议案》"", ""议案内容"": ""修订《募集资金管理办法》"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意222,938,609股，反对1,330,378股，弃权140,200股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于续聘2025年度审计机构的议案》"", ""议案内容"": ""续聘2025年度审计机构"", ""审议状态"": ""已经股东会审议通过"", ""表决情况"": ""同意223,782,487股，反对492,300股，弃权134,400股"", ""回避情况"": ""未找到""}]"
145997231_2025-10-16_回盛生物：2025年第三次临时股东大会决议公告.PDF,武汉回盛生物科技股份有限公司,回盛生物,300871,2025年第三次临时股东大会决议公告,2025年10月16日,股东会,2025年第三次临时股东大会,2025年10月16日,7,3966,《2025年第三次临时股东大会决议公告》,"[{""议案名称"": ""《关于修订<公司章程>的议案》"", ""议案内容"": ""修订《公司章程》"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""同意93,942,063股，反对192,152股，弃权34,000股"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于修订公司治理相关制度的议案》"", ""议案内容"": ""修订《股东会议事规则》《董事会议事规则》《关联交易管理办法》《对外担保管理办法》《对外投资管理制度》《防范股东、实际控制人及关联方资金占用管理制度》《独立董事工作制度》《募集资金管理制度》《董事、高级管理人员薪酬管理办法》《委托理财管理制度》《提供财务资助管理制度》"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""未找到"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于董事会换届暨选举第四届董事会非独立董事的议案》"", ""议案内容"": ""选举张卫元先生为第四届董事会非独立董事；选举刘泽祥先生为第四届董事会非独立董事"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""未找到"", ""回避情况"": ""未找到""}, {""议案名称"": ""《关于董事会换届暨选举第四届董事会独立董事的议案》"", ""议案内容"": ""选举冉明东先生为第四届董事会独立董事；选举汪明先生为第四届董事会独立董事"", ""审议状态"": ""已经股东会审议通过，无需提交股东会审议"", ""表决情况"": ""未找到"", ""回避情况"": ""未找到""}]"
