filename,公司全称,公司简称,公司代码,公告名称,落款日期,业绩分类,审计机构,签字会计师,审计意见,"审计费用（万元）/
会计师事务所报酬",营业收入（单位：元）-本期数据,营业收入（单位：元）-上期数据,营业收入（单位：元）-同比变动比例（%）,"归属于上市公司股东的净利润
（单位：元）-本期数据","归属于上市公司股东的净利润
（单位：元）-上期数据","归属于上市公司股东的净利润
（单位：元）-同比变动比例（%）",归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-本期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-上期数据,归属于上市公司股东的扣除非经常性损益的净利润（单位：元）-同比变动比例（%）,"总资产/资产总额
（单位：元）-本期数据","总资产/资产总额
（单位：元）-上期数据","总资产/资产总额
（单位：元）-同比变动比例（%）","归属于上市公司股东的净资产
（单位：元）-本期数据","归属于上市公司股东的净资产
（单位：元）-上期数据","归属于上市公司股东的净资产
（单位：元）-同比变动比例（%）",经营活动产生的现金流量净额-本期数据,经营活动产生的现金流量净额-上期数据,经营活动产生的现金流量净额-同比变动比例（%）,基本每股收益（元／股）-本期数据,基本每股收益（元／股）-上期数据,基本每股收益（元／股）-同比变动比例（%）,加权平均净资产收益率（%）-本期数据,加权平均净资产收益率（%）-上期数据,加权平均净资产收益率（%）-同比变动比例（%）,资产负债率,目录,利润分配预案/利润分配方案,语言,精排,篇幅页码,字数,净利润（本期数据）,净利润（上期数据）,本期数据,上期数据,同比变动比例（%）,负债合计（本期数据）,负债和所有者权益（或股东权益）总计（本期数据）,董事会决议通过的本报告期利润分配预案或公积金转增股本预案,经本次董事会审议通过的利润分配预案为：,年度利润分配方案如下：
146003474_2025-10-22_福达股份2025年第三季度报告.pdf,桂林福达股份有限公司,福达股份,603166,桂林福达股份有限公司 2025 年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"476,462,022.05",未找到,21.90,"75,268,796.97",未找到,59.16,"71,943,536.23",未找到,58.14,"4,655,572,271.82","4,088,693,972.05",13.86,"2,557,193,317.79","2,392,799,427.91",6.87,"49,755,810.93","332,567,523.74",-67.93,0.11,0.34,61.02,8.73,8.95,增加 3.57 个百分点,45.14%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9131,"221,462,801.91","120,842,374.32","221,462,801.91","120,842,374.32",83.27,"2,098,378,954.03","4,655,572,271.82",未找到,未找到,未找到
146003543_2025-10-22_2025年第三季度报告.pdf,上海翔港包装科技股份有限公司,翔港科技,603499,2025年第三季度报告,2025-10-22,同比增长,未找到,未找到,未找到,未找到,"226,813,972.75","226,813,972.75",-0.67,"17,154,542.67","95,470,609.11",-7.98,"16,652,400.53","93,019,408.67",-4.39,"1,528,779,886.80","1,549,998,636.97",-1.37,"874,366,223.91","822,140,037.13",6.35,不适用,不适用,不适用,0.0567,0.3155,-7.95,2.06,11.20,减少 0.33 个百分点,38.52%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,未找到,中文,否,17,13411,"106,946,722.06","45,171,036.84","106,946,722.06","45,171,036.84",136.85%,"589,360,698.38","1,528,779,886.80",未找到,未找到,未找到
146003574_2025-10-22_2025年第三季度报告.pdf,浙江巍华新材料股份有限公司,巍华新材,603310,浙江巍华新材料股份有限公司 2025 年第三季度报告,2025-10-22,同比下降,未找到,未找到,未找到,未找到,"222,731,404.53","659,995,166.09",51.46,"25,384,917.45","108,538,101.31",250.04,"22,360,220.58","97,160,272.20",433.04,"4,658,970,930.42","4,585,115,204.82",1.61,"3,966,129,559.71","3,962,637,550.73",0.09,"17,700,998.68","126,121,376.14",-85.97,0.07,0.31,133.33,0.64,2.73,减少 4.12 个百分点,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,10371,"96,333,840.82","181,726,835.22","96,333,840.82","181,726,835.22",-46.95,"573,421,826.84","4,658,970,930.42",未找到,未找到,未找到
146003726_2025-10-22_冰山B：2025年三季度报告（英文版）.PDF,"Bingshan Refrigeration & Heat Transfer Technologies Co., Ltd.",Bingshan; Bingshan B,000530; 200530,"QUARTERLY REPORT FOR THIRD QUARTER, 2025",2025-10-23,同比下降,未找到,未找到,未找到,未找到,"3,613,058,611.70","3,714,576,184.29",-2.73%,"90,293,117.21","94,574,665.85",-4.53%,"79,189,507.09","71,052,345.33",11.45%,"7,566,212,368.93","7,628,315,487.35",-0.81%,"3,182,280,951.42","3,132,102,966.64",1.60%,"-15,219,276.00","-45,286,230.18",66.39%,0.11,0.11,-,2.86%,3.08%,Decrease 0.22 percentage points,57.86%,"§1 Major accounting data and changes of shareholders; 1.1 Major accounting data and financial indexes; 1.3 Major changes in main financial items and indexes, and description of the cause; 2.1 Total number and particulars of the shareholders by the end of the report period; 2.2 Information on the total number of preferred shareholders and the shares held by top ten preferred shareholders as of the end of the reporting period; §3 Other important Matters; §4 Financial Statements; CONSOLIDATION BALANCE SHEET; CONSOLIDATION INCOME STATEMENT; CONSOLIDATION CASH FLOW STATEMENT",未找到,英文,否,10,16609,"93,465,896.69","97,479,845.18","93,465,896.69","97,479,845.18",-4.11%,"4,325,192,149.24","7,566,212,368.93",未找到,未找到,未找到
146003782_2025-10-22_2025年第三季度报告.pdf,南京麦澜德医疗科技股份有限公司,麦澜德,688273,南京麦澜德医疗科技股份有限公司 2025 年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,"102,625,715.21","102,578,555.00",0.42,"32,078,557.67","95,998,698.24",36.71,"19,081,933.22","79,804,928.80",-14.64,"1,541,414,254.15","1,546,621,500.61",-0.34,"1,367,865,533.52","1,312,201,919.94",4.24,不适用,不适用,不适用,0.3278,0.9813,37.21,2.42,7.13,增加 0.67 个百分点,94.88%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,9290,"95,639,503.80","100,527,812.13","95,639,503.80","100,527,812.13",未找到,"146,671,285.43","1,541,414,254.15",未找到,未找到,未找到
146003840_2025-10-22_龙岩高岭土股份有限公司2025年第三季度报告.pdf,龙岩高岭土股份有限公司,龙高股份,605086,龙岩高岭土股份有限公司2025年第三季度报告,2025-10-22,同比下降,未找到,未找到,未找到,未找到,"60,679,823.66","206,037,760.50",-38.94,"24,442,036.74","79,969,301.80",-52.02,"19,275,222.22","68,883,363.45",-59.40,"1,348,139,654.49","1,314,179,879.35",2.58,"1,278,337,899.78","1,230,512,321.53",3.89,不适用,"76,421,412.59",不适用,0.14,0.45,-50.00,1.90,6.26,减少2.34个百分点,49.31%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9753,"80,001,725.84","96,281,078.90","80,001,725.84","96,281,078.90",-16.90,"66,469,330.67","1,348,139,654.49",未找到,未找到,未找到
146003876_2025-10-22_横店影视股份有限公司2025年第三季度报告.pdf,横店影视股份有限公司,横店影视,603103,横店影视股份有限公司2025年第三季度报告,2025-10-22,同比增长,立信会计师事务所（特殊普通合伙）,未找到,标准无保留意见,未找到,"521,832,702.86",未找到,15.90,"3,839,309.27",未找到,不适用,"-13,943,860.43",未找到,不适用,"3,941,182,349.57","4,051,130,636.18",-2.71,"1,373,682,455.13","1,167,681,498.66",17.64,不适用,不适用,38.32,0.01,不适用,966.67,0.28,增加5.38个百分点,16.21,65.15%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、行业及公司情况;（一）截至报告期末行业情况;（二）公司经营情况;三、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;四、其他提醒事项;五、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表;母公司资产负债表;母公司利润表;母公司现金流量表,"2025年前三季度利润分配预案：公司拟向全体股东每股派发现金红利0.14元（含税）。截至2025年9月30日，公司总股本634,200,000股，以此计算合计拟派发现金红利88,788,000.00元（含税），占2025年前三季度归属于上市公司股东净利润的比例43.10%。本次利润分配不送红股，不以公积金转增股本。本事项尚需提交公司2025年第二次临时股东大会审议。",中文,否,19,14781,"206,000,956.47","17,387,014.92","206,000,956.47","17,387,014.92",1084.80,"2,567,499,894.44","3,941,182,349.57","2025年前三季度利润分配预案：公司拟向全体股东每股派发现金红利0.14元（含税）。截至2025年9月30日，公司总股本634,200,000股，以此计算合计拟派发现金红利88,788,000.00元（含税），占2025年前三季度归属于上市公司股东净利润的比例43.10%。本次利润分配不送红股，不以公积金转增股本。本事项尚需提交公司2025年第二次临时股东大会审议。","2025年前三季度利润分配预案：公司拟向全体股东每股派发现金红利0.14元（含税）。截至2025年9月30日，公司总股本634,200,000股，以此计算合计拟派发现金红利88,788,000.00元（含税），占2025年前三季度归属于上市公司股东净利润的比例43.10%。本次利润分配不送红股，不以公积金转增股本。本事项尚需提交公司2025年第二次临时股东大会审议。","2025年前三季度利润分配预案：公司拟向全体股东每股派发现金红利0.14元（含税）。截至2025年9月30日，公司总股本634,200,000股，以此计算合计拟派发现金红利88,788,000.00元（含税），占2025年前三季度归属于上市公司股东净利润的比例43.10%。本次利润分配不送红股，不以公积金转增股本。本事项尚需提交公司2025年第二次临时股东大会审议。"
146003878_2025-10-22_2025年第三季度报告.pdf,中巨芯科技股份有限公司,中巨芯,688549,中巨芯科技股份有限公司2025年第三季度报告,2025-10-21,同比下降,未找到,未找到,未找到,未找到,"313,964,923.74","280,531,570.13",12.76,"17,071,716.24","25,209,377.78",152.24,"11,115,128.16","12,084,328.01",217.04,"4,120,085,629.04","4,013,928,886.89",2.64,"3,049,058,368.28","3,029,540,316.48",0.64,"86,336,114.17","54,132,161.15",59.49,0.0116,0.0171,152.17,0.56,0.83,减少0.15个百分点,23.03%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9598,"21,086,005.63","30,717,592.80","21,086,005.63","30,717,592.80",-31.38,"992,835,565.99","4,120,085,629.04",未找到,未找到,未找到
146003885_2025-10-22_南京伟思医疗科技股份有限公司2025年第三季度报告.pdf,南京伟思医疗科技股份有限公司,伟思医疗,688580,2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"115,076,927.51","325,530,311.85",14.87,"32,824,044.72","102,148,287.23",14.99,"30,028,751.78","93,600,044.21",21.61,"1,822,941,844.68","1,820,364,713.20",0.14,"1,657,791,972.78","1,627,462,889.33",1.86,"39,621,287.73","104,406,251.44",33.74,0.35,1.07,16.67,2.00,6.17,增加 0.21 个百分点,89.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,8673,"102,148,287.23","78,166,276.35","102,148,287.23","78,166,276.35",30.68,"165,149,871.90","1,822,941,844.68",未找到,未找到,未找到
146003909_2025-10-22_诺德新材料股份有限公司2025年第三季度报告.pdf,诺德新材料股份有限公司,诺德股份,600110,诺德新材料股份有限公司2025年第三季度报告,2025-10-23,亏损,未找到,未找到,未找到,未找到,"1,777,266,511.56","1,253,266,511.56",34.32,"-21,308,310.95","-93,741,245.69",63.51,"-23,690,449.88","-108,484,965.27",66.22,"17,472,688,553.32","16,140,313,792.42",8.25,"5,885,953,270.60","5,680,649,325.44",3.61,不适用,不适用,不适用,-0.0123,-0.0544,63.17,-0.37,-1.62,增加0.63个百分点,57.53%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;（一）关于董事会延期换届的事项;（二）关于向激励对象授予2025年股票期权激励计划预留股票期权的事项;（三）立案调查尚未结案;（四）关于出售全资子公司部分股权暨签订股权转让协议的事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,14,11444,"-98,067,127.52","-227,807,604.60","-98,067,127.52","-227,807,604.60",57.02,"10,017,314,757.00","17,472,688,553.32",未找到,未找到,未找到
146003944_2025-10-22_2025年第三季度报告.pdf,上海行动教育科技股份有限公司,行动教育,605098,2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"221,868,010.40","565,807,319.93",27.93,"83,400,335.63","214,814,694.17",42.78,"80,142,204.58","200,561,603.36",62.25,"2,176,577,103.93","2,232,013,797.24",-2.48,"964,929,263.35","961,393,865.82",0.37,"155,569,704.93","187,893,096.32",-17.20,0.70,1.80,40.00,8.32,21.17,增加 2.29 个百分点,55.75%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,12,8568,"217,154,472.62","196,725,207.17","217,154,472.62","196,725,207.17",10.38,"1,205,244,640.17","2,176,577,103.93",未找到,未找到,未找到
146004024_2025-10-22_2025年第三季度报告.pdf,威胜信息技术股份有限公司,威胜信息,688100,威胜信息技术股份有限公司 2025 年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"744,033,280.52",未找到,3.54,"169,087,453.21",未找到,12.24,"165,979,924.59",未找到,13.66,"5,462,791,104.49","4,957,092,465.71",10.20,"3,341,973,489.11","3,351,412,938.33",-0.28,"400,538,693.02",未找到,1.95,0.35,0.97,12.90,5.05,14.26,增加 0.17 个百分点,40.04%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,14,9573,"474,188,191.17","422,721,199.27","474,188,191.17","422,721,199.27",12.24,"2,120,817,615.38","5,462,791,104.49",未找到,未找到,未找到
146004091_2025-10-22_杭叉集团：2025年第三季度报告.pdf,杭叉集团股份有限公司,杭叉集团,603298,杭叉集团股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"4,669,589,651.54","4,198,343,701.72",11.22,"632,914,648.33","561,127,895.07",12.79,"626,749,864.74","552,544,391.36",13.43,"18,827,049,792.25","16,871,203,269.11",11.59,"11,387,552,355.15","10,091,719,471.40",12.84,"688,725,522.57","646,554,489.98",6.52,0.48,0.43,11.63,5.77,6.12,减少0.35个百分点,35.51%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,11,9686,"1,821,336,114.56","1,649,580,609.17","1,821,336,114.56","1,649,580,609.17",10.41,"6,755,124,509.77","18,827,049,792.25",未找到,未找到,未找到
146004115_2025-10-22_康众医疗2025年第三季度报告.pdf,江苏康众数字医疗科技股份有限公司,康众医疗,688607,江苏康众数字医疗科技股份有限公司 2025 年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,"81,136,819.16","66,678,750.00",21.80,"1,087,381.54","5,275,368.31",-79.36,"-958,248.36","1,087,381.54",不适用,"988,475,321.06","966,947,228.28",2.23,"858,548,051.45","862,540,338.57",-0.46,"-24,246,104.02","-73,601,209.17",不适用,0.01,0.00,-84.54,0.10,0.01,减少 0.53 百分点,13.08%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,13,9942,"1,087,381.54","5,275,368.31","1,087,381.54","5,275,368.31",-79.36,"130,202,196.49","988,475,321.06",未找到,未找到,未找到
146004217_2025-10-22_东方精工：2025年第三季度报告（英文）.PDF,"Guangdong Dongfang Precision Science & Technology Co., Ltd.",Dongfang Precision,未找到,THE REPORT FOR THE THIRD QUARTER OF 2025,2025-10-22,同比增长,未找到,未找到,未找到,未找到,"1,230,355,511.66",未找到,7.49%,"112,951,930.77",未找到,-32.02%,"91,920,596.09",未找到,-37.51%,"8,560,264,060.48","7,528,576,996.98",13.70%,"5,456,158,998.74","4,977,379,483.29",9.62%,未找到,未找到,未找到,0.10,未找到,-23.08%,2.06%,未找到,-1.42%,33.48%,"I Key Financial Information;1. Key Financial Data and Indicators;2. Non-recurring profit and loss items and amount;3. Changes in Key Financial Data and Indicators and the Reasons;(1) Balance sheet items;(2) Income statement items;(3) Cash flow statement items;II Shareholder Information;1. Total Number of Ordinary Shareholders and Number of Preference Shareholders with Resumed Voting Rights, as well as Information of Top 10 Shareholders;2. Total Number of Preference Shareholders and Information of Top 10 Preference Shareholders;III Other Significant Events;IV Quarterly Financial Statements;1. Financial Statements;(1) Consolidated Balance Sheet;(2) Consolidated Income Statement for Q1 - Q3 2025;(3) Consolidated Statement of Cash Flows for Q1-Q3 2025;2. Adjustments to financial statements at the beginning of the year of first implementation of new accounting standards for the first time from 2025 onwards;3. Audit Report",未找到,英文,否,14,23411,"540,306,549.88","356,861,187.31",未找到,未找到,未找到,"2,879,464,056.06","8,560,264,060.48",未找到,未找到,未找到
146004260_2025-10-22_同花顺：2025年三季度报告.PDF,浙江核新同花顺网络信息股份有限公司,同花顺,300033,浙江核新同花顺网络信息股份有限公司2025年第三季度报告,2025-10-23,同比增长,未找到,未找到,未找到,未找到,"1,481,455,636.27",未找到,56.72%,"704,341,323.90",未找到,144.50%,"686,163,143.04",未找到,139.40%,"11,453,177,228.47","10,976,501,567.53",4.34%,"7,502,669,903.23","7,974,107,473.75",-5.91%,"2,195,884,161.73","654,866,071.28",235.32%,1.31,未找到,142.59%,9.33%,未找到,5.08%,74.86%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据和财务指标发生变动的情况及原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;（二）公司优先股股东总数及前10名优先股股东持股情况表;（三）限售股份变动情况;三、其他重要事项;四、季度财务报表;（一）财务报表;1、合并资产负债表;2、合并年初到报告期末利润表;3、合并年初到报告期末现金流量表;（二）2025年起首次执行新会计准则调整首次执行当年年初财务报表相关项目情况;（三）审计报告,"2025年8月22日董事会审议通过2025年半年度利润分配方案：以公司2025年6月30日的总股本537,600,000股为基数向全体股东每10股派发现金股利1.00元人民币（含税），共计派发现金53,760,000.00元（含税）。公司于2025年9月10日召开2025年度第一次临时股东大会，审议通过2025年半年度利润分配方案，并于2025年9月23日实施完成。",中文,否,11,9798,"1,206,281,689.52","650,917,369.00","1,206,281,689.52","650,917,369.00",85.29%,"3,950,208,370.78","11,453,177,228.47","2025年8月22日董事会审议通过2025年半年度利润分配方案：以公司2025年6月30日的总股本537,600,000股为基数向全体股东每10股派发现金股利1.00元人民币（含税），共计派发现金53,760,000.00元（含税）。公司于2025年9月10日召开2025年度第一次临时股东大会，审议通过2025年半年度利润分配方案，并于2025年9月23日实施完成。","2025年8月22日董事会审议通过2025年半年度利润分配方案：以公司2025年6月30日的总股本537,600,000股为基数向全体股东每10股派发现金股利1.00元人民币（含税），共计派发现金53,760,000.00元（含税）。公司于2025年9月10日召开2025年度第一次临时股东大会，审议通过2025年半年度利润分配方案，并于2025年9月23日实施完成。","2025年8月22日董事会审议通过2025年半年度利润分配方案：以公司2025年6月30日的总股本537,600,000股为基数向全体股东每10股派发现金股利1.00元人民币（含税），共计派发现金53,760,000.00元（含税）。公司于2025年9月10日召开2025年度第一次临时股东大会，审议通过2025年半年度利润分配方案，并于2025年9月23日实施完成。"
146004555_2025-10-22_虹美菱B：2025年三季度报告（英文版）.PDF,"Changhong Meiling Co., Ltd.","Changhong Meiling, Hongmeiling B","000521, 200521",The Third Quarterly Report of 2025,2025-10-23,同比下降,Pan-China Certified Public Accountants (LLP),未找到,未找到,未找到,"7,321,413,995.48","7,815,798,948.22",-6.33%,"71,219,065.64","115,953,785.77",-38.58%,"59,980,739.90","81,753,224.33",-26.63%,"24,058,903,150.66","23,972,603,896.48",0.36%,"6,211,715,768.65","6,085,800,940.38",2.07%,"1,344,895,114.32","2,753,988,429.67",-51.17%,0.0692,0.1126,-38.54%,1.16%,1.97%,Decreased by 0.81 percentage points,74.86%,I. Main financial data;(i) Main accounting data and financial indexes;(ii) Items of non-recurring gains and losses;(iii) Particulars about material changes in items of main accounting statement and financial index and explanations of reasons;II. Application of the raised capital;III. Shareholders;(i) Total number of common shareholders and preference shareholders with voting rights recovered and top ten shareholders;(ii) Total number of preferred shareholders and shareholding of top 10 preferred shareholders by the end of the report period;IV. Other important matters;V. Quarterly financial statements;(i) Financial statement;1. Consolidate Balance Sheet;2. Consolidated Income statement between the beginning of the year and end of the report period;3. Consolidated Cash Flow Statement Between the Beginning of the Year and End of the Report Period,"Based on the Company's total share capital of 1,029,923,715 shares as of December 31, 2024, a cash dividend of 3.3 yuan (including tax) per 10 shares will be distributed to all shareholders, with no bonus shares and no capital reserve converted into shares.",英文,是,21,42111,"503,411,398.94","544,881,255.56","503,411,398.94","544,881,255.56",-7.61%,"17,444,843,589.05","24,058,903,150.66","Based on the Company's total share capital of 1,029,923,715 shares as of December 31, 2024, a cash dividend of 3.3 yuan (including tax) per 10 shares will be distributed to all shareholders, with no bonus shares and no capital reserve converted into shares.","Based on the Company's total share capital of 1,029,923,715 shares as of December 31, 2024, a cash dividend of 3.3 yuan (including tax) per 10 shares will be distributed to all shareholders, with no bonus shares and no capital reserve converted into shares.","Based on the Company's total share capital of 1,029,923,715 shares as of December 31, 2024, a cash dividend of 3.3 yuan (including tax) per 10 shares will be distributed to all shareholders, with no bonus shares and no capital reserve converted into shares."
146004603_2025-10-22_众望布艺2025年第三季度报告.pdf,众望布艺股份有限公司,众望布艺,605003,众望布艺股份有限公司 2025 年第三季度报告,2025-10-23,同比下降,未找到,未找到,未找到,未找到,"134,206,880.14",未找到,-0.98,"18,944,005.58",未找到,-8.69,"18,787,933.34",未找到,-3.01,"1,555,774,134.89","1,587,375,657.49",-1.99,"1,438,105,261.85","1,433,835,116.43",0.30,不适用,未找到,未找到,0.17,-10.53,-21.31,1.32,减少 0.15 个百分点,-1.14,75.68%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,11,8148,"52,399,271.80","67,581,455.94","52,399,271.80","67,581,455.94",-22.47,"117,668,873.04","1,555,774,134.89",未找到,未找到,未找到
146004605_2025-10-22_上海石化2025年第三季度报告.pdf,中国石化上海石油化工股份有限公司,上海石化,600688,中国石化上海石油化工股份有限公司2025年第三季度报告,2025-10-22,亏损,未找到,未找到,未找到,未找到,"19,362,301","23,000,000",-13.8%,"30,595","-8,000",361.67%,"45,426","-10,000",233.23%,"41,859,639","41,769,339",0.22%,"24,267,764","25,040,254",-3.08%,"1,887,979","2,666,922",-81.28%,0.003,-0.041,200.00%,0.126,-1.750,增加0.099个百分点,40.25%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;（二）公司优先股股东总数及前10名优先股股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,10,7009,"-429,121","39,916","-429,121","39,916",不适用,"17,489,796","41,859,639",未找到,未找到,未找到
146004640_2025-10-22_中复神鹰碳纤维股份有限公司2025年第三季度报告.pdf,中复神鹰碳纤维股份有限公司,中复神鹰,688295,中复神鹰碳纤维股份有限公司2025年第三季度报告,2025-10-23,扭亏为盈,未找到,未找到,未找到,未找到,"61,530.81",未找到,59.23,"5,100.48",未找到,不适用,"4,764.58",未找到,不适用,"943,768.19","935,737.21",0.86,"469,004.71","462,527.97",1.40,"-4,079.34","3,390.31",-119.90,0.06,0.07,不适用,1.09,1.35,增加1.79个百分点,47.47%,一、主要财务数据;（一）主要会计数据和财务指标;（二）非经常性损益项目和金额;（三）主要会计数据、财务指标发生变动的情况、原因;二、股东信息;（一）普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表;三、其他提醒事项;四、季度财务报表;（一）审计意见类型;（二）财务报表;合并资产负债表;合并利润表;合并现金流量表,未找到,中文,否,14,9656,"62,934,646.33","-8,338,793.32","62,934,646.33","-8,338,793.32",未找到,"4,747,634,838.07","9,437,681,910.88",未找到,未找到,未找到
